source_city,destination,product_category,shipping_method,order_quantity,delivery_time
Mumbai,Delhi,Furniture,Standard,12,40.400000000000006
Mumbai,Kolkata,Clothing,Standard,72,54.0
Mumbai,Pune,Clothing,Express,87,22.92
Mumbai,Bangalore,Clothing,Standard,5,14.0
Mumbai,Delhi,Groceries,Express,7,18.92
Mumbai,Sri Lanka,Groceries,Express,15,31.560000000000002
Mumbai,Bangladesh,Groceries,Standard,67,63.400000000000006
Mumbai,Pune,Groceries,Standard,18,2.4000000000000004
Mumbai,Mumbai,Furniture,Express,38,27.4
Mumbai,Nepal,Furniture,Standard,26,70.0
Mumbai,Bangalore,Groceries,Express,38,24.8
Mumbai,Delhi,Clothing,Standard,59,46.400000000000006
Mumbai,Bangalore,Groceries,Express,52,37.8
Mumbai,Chennai,Groceries,Standard,33,32.8
Mumbai,Sri Lanka,Groceries,Standard,21,55.2
Mumbai,Nepal,Furniture,Standard,17,57.0
Mumbai,Bangladesh,Groceries,Overnight,62,49.040000000000006
Mumbai,Pune,Furniture,Overnight,59,34.239999999999995
Mumbai,Pune,Electronics,Standard,2,8.4
Mumbai,Pune,Electronics,Standard,64,29.4
Mumbai,Nepal,Clothing,Standard,25,49.0
Mumbai,Mumbai,Furniture,Standard,41,29.0
Mumbai,Kolkata,Furniture,Express,19,41.0
Mumbai,Hyderabad,Groceries,Standard,38,24.200000000000003
Mumbai,Bhutan,Groceries,Express,25,46.28
Mumbai,Delhi,Groceries,Express,39,29.92
Mumbai,Mumbai,Furniture,Standard,4,20.0
Mumbai,Bangladesh,Furniture,Express,3,47.120000000000005
Mumbai,Delhi,Groceries,Standard,34,35.400000000000006
Mumbai,Pune,Groceries,Standard,10,3.4000000000000004
Mumbai,Bangalore,Clothing,Express,27,22.8
Mumbai,Bangladesh,Groceries,Standard,90,64.4
Mumbai,Delhi,Clothing,Standard,91,46.400000000000006
Mumbai,Sri Lanka,Electronics,Overnight,1,29.52
Mumbai,Pune,Furniture,Express,44,25.32
Mumbai,Delhi,Groceries,Standard,84,43.400000000000006
Mumbai,Bangalore,Furniture,Express,52,49.2
Mumbai,Sri Lanka,Clothing,Standard,25,54.2
Mumbai,Pune,Clothing,Overnight,74,25.44
Mumbai,Kolkata,Clothing,Standard,65,53.0
Mumbai,Mumbai,Electronics,Express,80,29.8
Mumbai,Chennai,Clothing,Express,11,16.64
Mumbai,Bhutan,Clothing,Standard,68,65.6
Mumbai,Nepal,Electronics,Express,99,60.8
Mumbai,Bhutan,Clothing,Overnight,77,50.96
Mumbai,Bangladesh,Clothing,Express,85,51.720000000000006
Mumbai,Bhutan,Groceries,Standard,15,39.6
Mumbai,Pune,Electronics,Standard,57,29.4
Mumbai,Kolkata,Groceries,Overnight,74,44.2
Mumbai,Chennai,Groceries,Standard,64,45.8
Mumbai,Mumbai,Clothing,Express,11,1.0
Mumbai,Mumbai,Furniture,Standard,96,39.0
Mumbai,Bangalore,Groceries,Standard,97,37.0
Mumbai,Nepal,Groceries,Standard,20,39.0
Mumbai,Delhi,Electronics,Overnight,30,28.04
Mumbai,Kolkata,Groceries,Express,10,25.6
Mumbai,Delhi,Furniture,Standard,54,64.4
Mumbai,Chennai,Clothing,Express,58,41.64
Mumbai,Bhutan,Clothing,Standard,79,63.599999999999994
Mumbai,Mumbai,Clothing,Express,29,13.0
Mumbai,Chennai,Groceries,Standard,1,22.8
Mumbai,Bhutan,Clothing,Overnight,58,45.96
Mumbai,Mumbai,Groceries,Standard,21,10.0
Mumbai,Bhutan,Electronics,Express,15,38.08
Mumbai,Nepal,Furniture,Standard,67,81.0
Mumbai,Kolkata,Clothing,Standard,33,43.0
Mumbai,Sri Lanka,Clothing,Standard,38,56.2
Mumbai,Bangladesh,Groceries,Overnight,19,20.040000000000003
Mumbai,Chennai,Electronics,Standard,4,23.8
Mumbai,Chennai,Electronics,Express,76,44.44
Mumbai,Sri Lanka,Clothing,Standard,89,68.2
Mumbai,Hyderabad,Groceries,Standard,98,37.2
Mumbai,Pune,Furniture,Standard,81,45.4
Mumbai,Nepal,Furniture,Express,58,70.4
Mumbai,Nepal,Clothing,Express,70,56.0
Mumbai,Sri Lanka,Electronics,Overnight,12,29.52
Mumbai,Delhi,Groceries,Overnight,79,39.44
Mumbai,Bhutan,Groceries,Standard,17,39.6
Mumbai,Pune,Clothing,Express,1,2.9200000000000004
Mumbai,Kolkata,Electronics,Standard,14,39.0
Mumbai,Kolkata,Clothing,Express,2,27.6
Mumbai,Sri Lanka,Groceries,Standard,4,43.2
Mumbai,Nepal,Clothing,Express,66,55.0
Mumbai,Kolkata,Furniture,Standard,90,74.0
Mumbai,Hyderabad,Clothing,Standard,46,21.200000000000003
Mumbai,Chennai,Electronics,Standard,50,40.8
Mumbai,Bangalore,Clothing,Standard,60,39.0
Mumbai,Bangladesh,Clothing,Standard,52,63.400000000000006
Mumbai,Sri Lanka,Electronics,Express,97,61.36
Mumbai,Delhi,Electronics,Express,48,32.72
Mumbai,Bhutan,Electronics,Standard,39,61.6
Mumbai,Bangladesh,Electronics,Standard,70,67.4
Mumbai,Bhutan,Clothing,Standard,60,65.6
Mumbai,Mumbai,Furniture,Express,30,26.4
Mumbai,Bangladesh,Groceries,Standard,86,59.400000000000006
Mumbai,Bangalore,Groceries,Standard,27,27.0
Mumbai,Nepal,Clothing,Standard,83,64.0
Mumbai,Hyderabad,Clothing,Standard,74,33.2
Mumbai,Chennai,Electronics,Standard,55,52.8
Mumbai,Chennai,Groceries,Standard,70,44.8
Mumbai,Hyderabad,Clothing,Standard,26,25.200000000000003
Mumbai,Pune,Electronics,Standard,42,20.4
Mumbai,Mumbai,Groceries,Standard,67,26.0
Mumbai,Bhutan,Clothing,Express,67,55.28
Mumbai,Bangalore,Clothing,Standard,52,39.0
Mumbai,Kolkata,Electronics,Standard,6,35.0
Mumbai,Bangladesh,Groceries,Standard,10,40.400000000000006
Mumbai,Mumbai,Groceries,Express,38,12.0
Mumbai,Sri Lanka,Clothing,Express,77,60.56
Mumbai,Bangladesh,Clothing,Express,12,32.720000000000006
Mumbai,Bangalore,Groceries,Standard,46,28.0
Mumbai,Delhi,Electronics,Standard,49,40.400000000000006
Mumbai,Delhi,Groceries,Standard,91,45.400000000000006
Mumbai,Mumbai,Groceries,Standard,72,22.0
Mumbai,Nepal,Electronics,Standard,63,68.0
Mumbai,Bangalore,Electronics,Express,69,39.6
Mumbai,Bangalore,Groceries,Express,43,22.8
Mumbai,Hyderabad,Clothing,Standard,94,33.2
Mumbai,Nepal,Electronics,Standard,60,68.0
Mumbai,Bhutan,Groceries,Standard,29,53.6
Mumbai,Bhutan,Clothing,Standard,86,65.6
Mumbai,Kolkata,Clothing,Overnight,78,41.2
Mumbai,Chennai,Clothing,Standard,74,42.8
Mumbai,Delhi,Groceries,Overnight,11,12.440000000000001
Mumbai,Sri Lanka,Clothing,Standard,35,57.2
Mumbai,Bhutan,Furniture,Standard,23,70.6
Mumbai,Nepal,Groceries,Standard,72,65.0
Mumbai,Bangalore,Electronics,Express,21,29.6
Mumbai,Sri Lanka,Clothing,Standard,37,53.2
Mumbai,Bhutan,Clothing,Standard,28,55.6
Mumbai,Bangalore,Groceries,Standard,95,40.0
Mumbai,Bhutan,Furniture,Standard,58,84.6
Mumbai,Delhi,Groceries,Standard,53,45.400000000000006
Mumbai,Bangladesh,Electronics,Standard,28,57.400000000000006
Mumbai,Bhutan,Groceries,Express,42,42.28
Mumbai,Nepal,Electronics,Express,91,59.8
Mumbai,Bhutan,Groceries,Standard,85,65.6
Mumbai,Chennai,Groceries,Express,73,39.64
Mumbai,Sri Lanka,Clothing,Standard,93,68.2
Mumbai,Sri Lanka,Clothing,Express,61,56.56
Mumbai,Delhi,Groceries,Standard,79,48.400000000000006
Mumbai,Nepal,Groceries,Standard,33,53.0
Mumbai,Hyderabad,Clothing,Standard,55,36.2
Mumbai,Nepal,Clothing,Express,37,42.0
Mumbai,Sri Lanka,Groceries,Standard,47,57.2
Mumbai,Chennai,Electronics,Standard,36,38.8
Mumbai,Bangladesh,Electronics,Standard,28,58.400000000000006
Mumbai,Delhi,Electronics,Standard,10,28.400000000000002
Mumbai,Hyderabad,Electronics,Express,23,24.76
Mumbai,Chennai,Groceries,Standard,92,45.8
Mumbai,Chennai,Furniture,Overnight,98,46.28
Mumbai,Mumbai,Groceries,Standard,5,2.0
Mumbai,Delhi,Electronics,Standard,82,49.400000000000006
Mumbai,Nepal,Groceries,Express,6,32.0
Mumbai,Bangalore,Clothing,Express,42,22.8
Mumbai,Bangladesh,Electronics,Standard,47,56.400000000000006
Mumbai,Bangalore,Furniture,Standard,87,57.0
Mumbai,Nepal,Clothing,Express,28,41.0
Mumbai,Nepal,Furniture,Standard,13,60.0
Mumbai,Delhi,Clothing,Express,25,30.92
Mumbai,Nepal,Groceries,Standard,7,42.0
Mumbai,Sri Lanka,Electronics,Overnight,66,53.519999999999996
Mumbai,Mumbai,Clothing,Standard,80,25.0
Mumbai,Hyderabad,Clothing,Standard,58,34.2
Mumbai,Nepal,Furniture,Standard,66,82.0
Mumbai,Bangalore,Groceries,Overnight,36,23.6
Mumbai,Nepal,Furniture,Express,2,45.4
Mumbai,Mumbai,Groceries,Standard,38,13.0
Mumbai,Sri Lanka,Furniture,Standard,74,84.2
Mumbai,Sri Lanka,Clothing,Standard,14,42.2
Mumbai,Bhutan,Clothing,Standard,27,52.6
Mumbai,Sri Lanka,Groceries,Standard,15,41.2
Mumbai,Bhutan,Groceries,Standard,85,63.599999999999994
Mumbai,Chennai,Groceries,Standard,12,20.8
Mumbai,Bangladesh,Clothing,Standard,43,49.400000000000006
Mumbai,Kolkata,Electronics,Express,97,56.4
Mumbai,Sri Lanka,Furniture,Standard,57,84.2
Mumbai,Hyderabad,Groceries,Standard,86,34.2
Mumbai,Pune,Electronics,Standard,48,18.4
Mumbai,Chennai,Groceries,Express,61,41.64
Mumbai,Sri Lanka,Furniture,Express,82,71.96000000000001
Mumbai,Bangladesh,Electronics,Express,44,44.52
Mumbai,Bhutan,Furniture,Standard,52,83.6
Mumbai,Bangalore,Furniture,Standard,62,56.0
Mumbai,Pune,Furniture,Overnight,2,13.239999999999998
Mumbai,Bangladesh,Furniture,Standard,93,77.4
Mumbai,Bangladesh,Groceries,Standard,71,61.400000000000006
Mumbai,Sri Lanka,Clothing,Express,31,48.56
Mumbai,Chennai,Electronics,Standard,82,52.8
Mumbai,Pune,Electronics,Standard,73,30.4
Mumbai,Delhi,Clothing,Standard,72,45.400000000000006
Mumbai,Kolkata,Clothing,Standard,33,44.0
Mumbai,Delhi,Electronics,Standard,5,26.400000000000002
Mumbai,Pune,Clothing,Standard,78,23.4
Mumbai,Delhi,Electronics,Express,58,48.72
Mumbai,Sri Lanka,Furniture,Standard,77,86.2
Mumbai,Mumbai,Clothing,Standard,11,1.0
Mumbai,Bhutan,Groceries,Standard,84,65.6
Mumbai,Mumbai,Groceries,Express,23,13.0
Mumbai,Nepal,Electronics,Standard,45,59.0
Mumbai,Delhi,Furniture,Express,27,44.32000000000001
Mumbai,Nepal,Groceries,Express,79,58.0
Mumbai,Bangalore,Clothing,Express,94,33.8
Mumbai,Hyderabad,Electronics,Standard,56,39.2
Mumbai,Bangalore,Clothing,Express,59,38.8
Mumbai,Pune,Electronics,Standard,80,30.4
Mumbai,Bangladesh,Clothing,Standard,40,50.400000000000006
Mumbai,Bhutan,Groceries,Standard,18,43.6
Mumbai,Delhi,Furniture,Overnight,51,47.24
Mumbai,Chennai,Groceries,Standard,61,44.8
Mumbai,Hyderabad,Electronics,Express,23,25.76
Mumbai,Kolkata,Electronics,Standard,36,50.0
Mumbai,Kolkata,Clothing,Standard,38,44.0
Mumbai,Kolkata,Electronics,Express,72,55.4
Mumbai,Delhi,Electronics,Standard,56,53.400000000000006
Mumbai,Kolkata,Furniture,Express,39,54.0
Mumbai,Sri Lanka,Electronics,Express,93,60.36
Mumbai,Mumbai,Furniture,Standard,76,42.0
Mumbai,Hyderabad,Electronics,Standard,82,39.2
Mumbai,Mumbai,Furniture,Standard,83,41.0
Mumbai,Bangladesh,Groceries,Standard,97,63.400000000000006
Mumbai,Hyderabad,Groceries,Standard,69,33.2
Mumbai,Mumbai,Electronics,Standard,28,19.0
Mumbai,Hyderabad,Furniture,Overnight,90,43.52
Mumbai,Bangladesh,Furniture,Standard,21,65.4
Mumbai,Nepal,Groceries,Express,62,55.0
Mumbai,Sri Lanka,Groceries,Standard,23,56.2
Mumbai,Delhi,Groceries,Standard,21,33.400000000000006
Mumbai,Delhi,Electronics,Standard,75,51.400000000000006
Mumbai,Kolkata,Groceries,Express,16,27.6
Mumbai,Sri Lanka,Furniture,Standard,62,83.2
Mumbai,Bangalore,Clothing,Express,97,37.8
Mumbai,Kolkata,Electronics,Standard,91,61.0
Mumbai,Pune,Clothing,Standard,65,28.4
Mumbai,Sri Lanka,Groceries,Standard,80,67.2
Mumbai,Mumbai,Electronics,Standard,5,5.0
Mumbai,Hyderabad,Clothing,Standard,46,22.200000000000003
Mumbai,Bangalore,Electronics,Express,64,42.6
Mumbai,Sri Lanka,Groceries,Express,82,58.56
Mumbai,Bangladesh,Electronics,Express,41,46.52
Mumbai,Pune,Groceries,Express,98,26.92
Mumbai,Bangladesh,Clothing,Overnight,44,36.040000000000006
Mumbai,Delhi,Groceries,Overnight,89,39.44
Mumbai,Delhi,Furniture,Standard,98,63.400000000000006
Mumbai,Kolkata,Electronics,Standard,15,35.0
Mumbai,Mumbai,Clothing,Standard,68,21.0
Mumbai,Bangalore,Furniture,Standard,51,56.0
Mumbai,Bhutan,Clothing,Overnight,54,45.96
Mumbai,Pune,Clothing,Standard,68,23.4
Mumbai,Pune,Furniture,Express,89,41.32
Mumbai,Sri Lanka,Furniture,Express,77,73.96000000000001
Mumbai,Kolkata,Groceries,Standard,42,46.0
Mumbai,Delhi,Clothing,Standard,46,33.400000000000006
Mumbai,Kolkata,Clothing,Standard,25,43.0
Mumbai,Hyderabad,Electronics,Standard,67,42.2
Mumbai,Sri Lanka,Groceries,Standard,35,54.2
Mumbai,Sri Lanka,Groceries,Standard,73,68.2
Mumbai,Bangalore,Furniture,Standard,78,55.0
Mumbai,Mumbai,Electronics,Standard,22,17.0
Mumbai,Nepal,Groceries,Standard,9,37.0
Mumbai,Chennai,Clothing,Standard,24,30.799999999999997
Mumbai,Chennai,Clothing,Express,23,30.64
Mumbai,Sri Lanka,Groceries,Standard,61,69.2
Mumbai,Kolkata,Electronics,Express,37,41.4
Mumbai,Hyderabad,Groceries,Express,45,21.96
Mumbai,Bangalore,Groceries,Express,15,14.8
Mumbai,Bhutan,Furniture,Standard,57,84.6
Mumbai,Chennai,Groceries,Standard,14,22.8
Mumbai,Bangalore,Furniture,Standard,52,56.0
Mumbai,Sri Lanka,Groceries,Standard,84,68.2
Mumbai,Mumbai,Electronics,Overnight,36,12.6
Mumbai,Bangladesh,Clothing,Standard,27,51.400000000000006
Mumbai,Hyderabad,Groceries,Overnight,17,4.720000000000001
Mumbai,Delhi,Groceries,Express,90,41.92
Mumbai,Bangalore,Groceries,Standard,41,28.0
Mumbai,Mumbai,Clothing,Express,4,3.0
Mumbai,Bhutan,Clothing,Standard,3,41.6
Mumbai,Nepal,Electronics,Standard,19,47.0
Mumbai,Delhi,Groceries,Standard,41,32.400000000000006
Mumbai,Sri Lanka,Groceries,Overnight,40,39.92
Mumbai,Nepal,Groceries,Standard,58,61.0
Mumbai,Bhutan,Clothing,Express,39,45.28
Mumbai,Mumbai,Clothing,Standard,7,1.0
Mumbai,Chennai,Groceries,Standard,36,34.8
Mumbai,Nepal,Groceries,Standard,83,66.0
Mumbai,Sri Lanka,Clothing,Standard,76,68.2
Mumbai,Delhi,Groceries,Standard,20,21.400000000000002
Mumbai,Kolkata,Clothing,Standard,76,55.0
Mumbai,Pune,Groceries,Express,29,11.92
Mumbai,Bangalore,Furniture,Standard,94,55.0
Mumbai,Chennai,Groceries,Overnight,84,36.480000000000004
Mumbai,Nepal,Groceries,Standard,68,64.0
Mumbai,Bangladesh,Clothing,Standard,66,63.400000000000006
Mumbai,Bangalore,Groceries,Standard,47,28.0
Mumbai,Kolkata,Groceries,Standard,94,54.0
Mumbai,Bhutan,Groceries,Overnight,23,35.96
Mumbai,Pune,Groceries,Express,6,2.9200000000000004
Mumbai,Mumbai,Electronics,Express,18,1.7999999999999998
Mumbai,Kolkata,Furniture,Express,53,65.0
Mumbai,Kolkata,Groceries,Express,22,37.6
Mumbai,Bhutan,Clothing,Express,68,55.28
Mumbai,Hyderabad,Groceries,Express,75,29.96
Mumbai,Bhutan,Electronics,Standard,35,60.6
Mumbai,Hyderabad,Electronics,Standard,75,41.2
Mumbai,Hyderabad,Clothing,Express,98,33.96
Mumbai,Chennai,Groceries,Standard,9,17.8
Mumbai,Chennai,Furniture,Express,31,43.04
Mumbai,Delhi,Groceries,Standard,96,45.400000000000006
Mumbai,Nepal,Groceries,Express,43,46.0
Mumbai,Nepal,Clothing,Standard,99,61.0
Mumbai,Sri Lanka,Electronics,Standard,75,72.2
Mumbai,Mumbai,Electronics,Standard,17,5.0
Mumbai,Nepal,Groceries,Express,51,56.0
Mumbai,Chennai,Furniture,Standard,66,63.8
Mumbai,Delhi,Clothing,Express,24,30.92
Mumbai,Delhi,Groceries,Express,15,15.920000000000002
Mumbai,Hyderabad,Furniture,Standard,28,38.2
Mumbai,Sri Lanka,Electronics,Overnight,3,26.52
Mumbai,Bhutan,Groceries,Standard,29,53.6
Mumbai,Mumbai,Groceries,Express,52,24.0
Mumbai,Hyderabad,Groceries,Standard,54,33.2
Mumbai,Bhutan,Clothing,Standard,58,63.599999999999994
Mumbai,Nepal,Groceries,Standard,45,51.0
Mumbai,Sri Lanka,Groceries,Express,77,60.56
Mumbai,Hyderabad,Electronics,Overnight,50,20.32
Mumbai,Bangalore,Groceries,Standard,22,29.0
Mumbai,Nepal,Electronics,Standard,52,69.0
Mumbai,Bhutan,Furniture,Overnight,53,61.76
Mumbai,Mumbai,Groceries,Standard,31,10.0
Mumbai,Bhutan,Furniture,Standard,71,85.6
Mumbai,Hyderabad,Clothing,Standard,48,24.200000000000003
Mumbai,Hyderabad,Electronics,Standard,90,42.2
Mumbai,Kolkata,Electronics,Express,31,41.4
Mumbai,Mumbai,Clothing,Overnight,4,1.0
Mumbai,Bangladesh,Clothing,Standard,35,51.400000000000006
Mumbai,Nepal,Groceries,Express,97,56.0
Mumbai,Delhi,Electronics,Express,67,45.72
Mumbai,Mumbai,Groceries,Standard,64,21.0
Mumbai,Delhi,Clothing,Standard,83,46.400000000000006
Mumbai,Mumbai,Groceries,Express,9,3.0
Mumbai,Mumbai,Groceries,Standard,46,14.0
Mumbai,Bhutan,Groceries,Standard,83,67.6
Mumbai,Mumbai,Furniture,Overnight,56,36.8
Mumbai,Kolkata,Electronics,Express,56,52.4
Mumbai,Bangladesh,Clothing,Overnight,83,46.040000000000006
Mumbai,Hyderabad,Clothing,Standard,26,22.200000000000003
Mumbai,Pune,Clothing,Express,60,26.92
Mumbai,Delhi,Groceries,Express,77,40.92
Mumbai,Hyderabad,Clothing,Overnight,86,32.72
Mumbai,Pune,Groceries,Overnight,72,22.44
Mumbai,Bangladesh,Clothing,Overnight,88,47.040000000000006
Mumbai,Bangladesh,Furniture,Overnight,90,55.84
Mumbai,Delhi,Furniture,Standard,48,52.400000000000006
Mumbai,Delhi,Clothing,Express,58,38.92
Mumbai,Bangladesh,Electronics,Standard,63,66.4
Mumbai,Pune,Furniture,Express,58,41.32
Mumbai,Mumbai,Furniture,Overnight,3,9.8
Mumbai,Nepal,Clothing,Standard,7,39.0
Mumbai,Sri Lanka,Clothing,Standard,52,68.2
Mumbai,Bangalore,Furniture,Express,62,48.2
Mumbai,Sri Lanka,Groceries,Standard,2,44.2
Mumbai,Hyderabad,Clothing,Standard,33,25.200000000000003
Mumbai,Bhutan,Groceries,Standard,12,38.6
Mumbai,Hyderabad,Furniture,Standard,48,39.2
Mumbai,Bhutan,Furniture,Express,76,71.68
Mumbai,Pune,Groceries,Standard,53,26.4
Mumbai,Bhutan,Groceries,Standard,74,66.6
Mumbai,Delhi,Electronics,Overnight,41,28.04
Mumbai,Nepal,Furniture,Express,91,71.4
Mumbai,Nepal,Clothing,Standard,82,63.0
Mumbai,Delhi,Furniture,Standard,58,65.4
Mumbai,Kolkata,Clothing,Express,68,50.6
Mumbai,Sri Lanka,Furniture,Standard,23,73.2
Mumbai,Pune,Clothing,Express,85,27.92
Mumbai,Sri Lanka,Groceries,Express,36,45.56
Mumbai,Kolkata,Electronics,Standard,94,64.0
Mumbai,Kolkata,Groceries,Overnight,85,45.2
Mumbai,Hyderabad,Furniture,Standard,87,55.2
Mumbai,Bangladesh,Groceries,Standard,21,50.400000000000006
Mumbai,Hyderabad,Groceries,Overnight,72,32.72
Mumbai,Bangladesh,Electronics,Standard,55,67.4
Mumbai,Bangalore,Furniture,Express,56,49.2
Mumbai,Bhutan,Groceries,Express,13,35.28
Mumbai,Bangladesh,Groceries,Standard,22,52.400000000000006
Mumbai,Sri Lanka,Groceries,Overnight,7,23.92
Mumbai,Delhi,Groceries,Standard,24,36.400000000000006
Mumbai,Hyderabad,Clothing,Standard,61,33.2
Mumbai,Pune,Groceries,Overnight,5,1.5599999999999998
Mumbai,Bhutan,Groceries,Standard,50,53.6
Mumbai,Bangalore,Furniture,Express,62,51.2
Mumbai,Bangladesh,Furniture,Express,55,67.12
Mumbai,Bangalore,Electronics,Standard,26,35.0
Mumbai,Pune,Clothing,Standard,10,2.4000000000000004
Mumbai,Kolkata,Electronics,Standard,11,37.0
Mumbai,Nepal,Electronics,Express,40,48.8
Mumbai,Pune,Groceries,Standard,11,2.4000000000000004
Mumbai,Chennai,Furniture,Standard,94,61.8
Mumbai,Pune,Electronics,Standard,4,6.4
Mumbai,Bangalore,Clothing,Standard,2,14.0
Mumbai,Delhi,Furniture,Express,77,55.32000000000001
Mumbai,Hyderabad,Furniture,Overnight,39,29.520000000000003
Mumbai,Delhi,Groceries,Standard,81,48.400000000000006
Mumbai,Bangalore,Groceries,Standard,23,28.0
Mumbai,Hyderabad,Groceries,Express,45,18.96
Mumbai,Chennai,Electronics,Standard,74,52.8
Mumbai,Nepal,Electronics,Overnight,77,48.599999999999994
Mumbai,Bhutan,Electronics,Standard,42,57.6
Mumbai,Sri Lanka,Clothing,Standard,42,54.2
Mumbai,Bangalore,Furniture,Overnight,29,34.4
Mumbai,Bangladesh,Groceries,Standard,16,35.400000000000006
Mumbai,Bangalore,Clothing,Standard,67,37.0
Mumbai,Bangalore,Clothing,Standard,60,39.0
Mumbai,Hyderabad,Clothing,Overnight,4,8.72
Mumbai,Mumbai,Groceries,Express,16,1.0
Mumbai,Pune,Furniture,Standard,41,30.4
Mumbai,Mumbai,Clothing,Express,6,0.0
Mumbai,Chennai,Electronics,Standard,42,40.8
Mumbai,Bangladesh,Groceries,Standard,57,60.400000000000006
Mumbai,Nepal,Groceries,Express,28,43.0
Mumbai,Kolkata,Clothing,Express,23,37.6
Mumbai,Chennai,Groceries,Standard,76,45.8
Mumbai,Kolkata,Groceries,Standard,42,43.0
Mumbai,Kolkata,Clothing,Standard,95,54.0
Mumbai,Nepal,Clothing,Express,12,29.0
Mumbai,Delhi,Clothing,Express,96,40.92
Mumbai,Mumbai,Furniture,Express,89,37.4
Mumbai,Bangalore,Furniture,Express,64,49.2
Mumbai,Bhutan,Furniture,Express,58,72.68
Mumbai,Kolkata,Groceries,Express,51,47.6
Mumbai,Bangladesh,Groceries,Standard,29,48.400000000000006
Mumbai,Chennai,Groceries,Standard,19,21.8
Mumbai,Delhi,Furniture,Standard,86,65.4
Mumbai,Kolkata,Clothing,Standard,88,55.0
Mumbai,Delhi,Groceries,Express,97,38.92
Mumbai,Delhi,Groceries,Overnight,45,23.44
Mumbai,Kolkata,Groceries,Standard,54,53.0
Mumbai,Hyderabad,Clothing,Overnight,80,31.72
Mumbai,Pune,Groceries,Standard,66,27.4
Mumbai,Bangladesh,Groceries,Standard,72,60.400000000000006
Mumbai,Bangalore,Clothing,Express,13,11.8
Mumbai,Bangalore,Groceries,Standard,94,38.0
Mumbai,Bangladesh,Clothing,Standard,65,61.400000000000006
Mumbai,Hyderabad,Furniture,Standard,12,29.200000000000003
Mumbai,Bangalore,Groceries,Overnight,71,32.6
Mumbai,Delhi,Groceries,Express,14,15.920000000000002
Mumbai,Nepal,Electronics,Standard,42,56.0
Mumbai,Chennai,Electronics,Standard,99,49.8
Mumbai,Mumbai,Groceries,Overnight,92,21.0
Mumbai,Bangalore,Clothing,Standard,76,39.0
Mumbai,Bangladesh,Groceries,Overnight,48,35.040000000000006
Mumbai,Nepal,Electronics,Standard,24,58.0
Mumbai,Kolkata,Furniture,Express,65,61.0
Mumbai,Pune,Groceries,Express,17,1.9200000000000004
Mumbai,Bangladesh,Electronics,Standard,38,54.400000000000006
Mumbai,Delhi,Groceries,Express,28,26.92
Mumbai,Pune,Furniture,Standard,33,29.4
Mumbai,Chennai,Groceries,Express,24,25.64
Mumbai,Chennai,Clothing,Express,70,42.64
Mumbai,Hyderabad,Groceries,Standard,85,34.2
Mumbai,Bhutan,Clothing,Express,4,32.28
Mumbai,Hyderabad,Clothing,Standard,33,20.200000000000003
Mumbai,Nepal,Clothing,Standard,10,40.0
Mumbai,Pune,Groceries,Express,36,15.92
Mumbai,Bhutan,Electronics,Standard,77,73.6
Mumbai,Kolkata,Furniture,Standard,73,72.0
Mumbai,Delhi,Clothing,Standard,31,32.400000000000006
Mumbai,Pune,Clothing,Standard,4,1.4000000000000004
Mumbai,Hyderabad,Clothing,Standard,84,36.2
Mumbai,Mumbai,Clothing,Standard,8,3.0
Mumbai,Sri Lanka,Groceries,Express,27,47.56
Mumbai,Bhutan,Clothing,Express,36,43.28
Mumbai,Bhutan,Electronics,Overnight,9,27.56
Mumbai,Delhi,Clothing,Standard,43,33.400000000000006
Mumbai,Bangalore,Clothing,Express,24,23.8
Mumbai,Chennai,Electronics,Express,37,32.44
Mumbai,Chennai,Groceries,Standard,41,31.799999999999997
Mumbai,Mumbai,Groceries,Express,94,21.0
Mumbai,Nepal,Groceries,Express,26,46.0
Mumbai,Nepal,Groceries,Standard,4,41.0
Mumbai,Kolkata,Groceries,Express,1,27.6
Mumbai,Pune,Furniture,Standard,20,18.4
Mumbai,Sri Lanka,Electronics,Standard,92,71.2
Mumbai,Bangladesh,Electronics,Standard,45,58.400000000000006
Mumbai,Bangalore,Electronics,Express,88,40.6
Mumbai,Hyderabad,Electronics,Standard,92,40.2
Mumbai,Bangladesh,Electronics,Standard,92,70.4
Mumbai,Bangladesh,Groceries,Express,69,53.720000000000006
Mumbai,Bhutan,Clothing,Express,96,59.28
Mumbai,Mumbai,Furniture,Express,52,38.4
Mumbai,Chennai,Clothing,Standard,94,42.8
Mumbai,Kolkata,Clothing,Express,64,48.6
Mumbai,Nepal,Furniture,Standard,21,71.0
Mumbai,Sri Lanka,Furniture,Standard,80,85.2
Mumbai,Mumbai,Clothing,Standard,72,21.0
Mumbai,Bhutan,Groceries,Express,76,57.28
Mumbai,Hyderabad,Furniture,Express,96,47.36
Mumbai,Kolkata,Clothing,Express,25,37.6
Mumbai,Bhutan,Clothing,Standard,67,66.6
Mumbai,Sri Lanka,Furniture,Standard,26,71.2
Mumbai,Chennai,Groceries,Standard,81,43.8
Mumbai,Chennai,Electronics,Overnight,27,29.08
Mumbai,Chennai,Groceries,Standard,52,45.8
Mumbai,Mumbai,Clothing,Standard,63,26.0
Mumbai,Mumbai,Furniture,Express,86,37.4
Mumbai,Nepal,Electronics,Standard,45,60.0
Mumbai,Nepal,Furniture,Express,58,72.4
Mumbai,Hyderabad,Groceries,Express,38,20.96
